CaseId,ActivityName,ActivityTime,EmployeeID,Department,Location,JobLevel,EmploymentType,HiringManager,RecruitmentSource,CurrentSalary,PerformanceRating,TenureYears,PerformedBy,SystemUsed,HireDate
HR2023_E242343,Job Posted,2023-10-13T10:36:27.613Z,E242343,HR,New York,6,Part-time,M707461,Agency,128380,,0,XYZ,XYZ_HRIS,
HR2023_E242343,Application Received,2023-11-03T10:00:00.000Z,E242343,HR,New York,6,Part-time,M707461,Agency,128380,,0,XYZ,XYZ_HRIS,
HR2023_E242343,Interview Completed,2023-11-17T17:00:00.000Z,E242343,HR,New York,6,Part-time,M707461,Agency,128380,,0,Joint,XYZ_HRIS,
HR2023_E242343,Interview Failed,2023-11-21T10:00:00.000Z,E242343,HR,New York,6,Part-time,M707461,Agency,128380,,0,Joint,XYZ_HRIS,
HR2023_E243078,Job Posted,2023-09-13T10:36:27.613Z,E243078,Engineering,Singapore,6,Contract,M466067,Agency,149375,,0,XYZ,XYZ_HRIS,
HR2023_E243078,Application Received,2023-10-03T14:00:00.000Z,E243078,Engineering,Singapore,6,Contract,M466067,Agency,149375,,0,XYZ,XYZ_HRIS,
HR2023_E243078,Application Rejected,2023-10-06T09:00:00.000Z,E243078,Engineering,Singapore,6,Contract,M466067,Agency,149375,,0,XYZ,XYZ_HRIS,
HR2023_E243079,Job Posted,2023-09-04T10:36:27.613Z,E243079,Engineering,Sydney,8,Contract,M841535,Referral,98520,,0,XYZ,XYZ_HRIS,
HR2023_E243079,Application Received,2023-09-13T16:00:00.000Z,E243079,Engineering,Sydney,8,Contract,M841535,Referral,98520,,0,XYZ,XYZ_HRIS,
HR2023_E243079,Application Rejected,2023-09-15T10:00:00.000Z,E243079,Engineering,Sydney,8,Contract,M841535,Referral,98520,,0,XYZ,XYZ_HRIS,
HR2023_E243255,Job Posted,2023-07-15T10:36:27.613Z,E243255,Engineering,New York,8,Part-time,M203788,Internal,124034,,0,XYZ,XYZ_HRIS,
HR2023_E243255,Application Received,2023-07-26T15:00:00.000Z,E243255,Engineering,New York,8,Part-time,M203788,Internal,124034,,0,XYZ,XYZ_HRIS,
HR2023_E243255,Application Rejected,2023-07-28T13:00:00.000Z,E243255,Engineering,New York,8,Part-time,M203788,Internal,124034,,0,XYZ,XYZ_HRIS,
HR2023_E243272,Job Posted,2023-06-08T10:36:27.613Z,E243272,HR,Berlin,6,Full-time,M650923,External,193281,,0,XYZ,XYZ_HRIS,
HR2023_E243272,Application Received,2023-06-30T16:00:00.000Z,E243272,HR,Berlin,6,Full-time,M650923,External,193281,,0,XYZ,XYZ_HRIS,
HR2023_E243272,Application Rejected,2023-07-05T10:00:00.000Z,E243272,HR,Berlin,6,Full-time,M650923,External,193281,,0,XYZ,XYZ_HRIS,
HR2023_E243357,Job Posted,2023-10-29T10:36:27.613Z,E243357,Marketing,London,2,Part-time,M919818,Internal,114675,,0,XYZ,XYZ_HRIS,
HR2023_E243357,Application Received,2023-12-01T17:00:00.000Z,E243357,Marketing,London,2,Part-time,M919818,Internal,114675,,0,XYZ,XYZ_HRIS,
HR2023_E243357,Application Rejected,2023-12-05T13:00:00.000Z,E243357,Marketing,London,2,Part-time,M919818,Internal,114675,,0,XYZ,XYZ_HRIS,
HR2023_E243601,Job Posted,2023-08-30T10:36:27.613Z,E243601,Operations,Singapore,6,Part-time,M270948,Internal,97114,,0,XYZ,XYZ_HRIS,
HR2023_E243601,Application Received,2023-09-29T12:00:00.000Z,E243601,Operations,Singapore,6,Part-time,M270948,Internal,97114,,0,XYZ,XYZ_HRIS,
HR2023_E243601,Application Rejected,2023-10-04T10:00:00.000Z,E243601,Operations,Singapore,6,Part-time,M270948,Internal,97114,,0,XYZ,XYZ_HRIS,
HR2023_E244121,Job Posted,2023-08-28T10:36:27.613Z,E244121,Engineering,London,8,Full-time,M411974,Internal,197076,,0,XYZ,XYZ_HRIS,
HR2023_E244121,Application Received,2024-04-02T16:00:00.000Z,E244121,Engineering,London,8,Full-time,M411974,Internal,197076,,0,XYZ,XYZ_HRIS,
HR2023_E244121,Application Rejected,2024-04-04T09:00:00.000Z,E244121,Engineering,London,8,Full-time,M411974,Internal,197076,,0,XYZ,XYZ_HRIS,
HR2023_E245209,Job Posted,2023-07-11T10:36:27.613Z,E245209,Marketing,Berlin,6,Full-time,M634383,Referral,48401,,0,XYZ,XYZ_HRIS,
HR2023_E245209,Application Received,2023-07-24T11:00:00.000Z,E245209,Marketing,Berlin,6,Full-time,M634383,Referral,48401,,0,XYZ,XYZ_HRIS,
HR2023_E245209,Interview Completed,2023-08-18T13:00:00.000Z,E245209,Marketing,Berlin,6,Full-time,M634383,Referral,48401,,0,Joint,XYZ_HRIS,
HR2023_E245209,Interview Failed,2023-08-23T09:00:00.000Z,E245209,Marketing,Berlin,6,Full-time,M634383,Referral,48401,,0,Joint,XYZ_HRIS,
HR2023_E245237,Job Posted,2023-09-17T10:36:27.613Z,E245237,HR,London,2,Part-time,M841618,Agency,106063,,0,XYZ,XYZ_HRIS,
HR2023_E245237,Application Received,2023-10-17T09:00:00.000Z,E245237,HR,London,2,Part-time,M841618,Agency,106063,,0,XYZ,XYZ_HRIS,
HR2023_E245237,Application Rejected,2023-10-18T11:00:00.000Z,E245237,HR,London,2,Part-time,M841618,Agency,106063,,0,XYZ,XYZ_HRIS,
HR2023_E245249,Job Posted,2023-07-11T10:36:27.613Z,E245249,Finance,Singapore,7,Part-time,M200512,Internal,129561,,0,XYZ,XYZ_HRIS,
HR2023_E245249,Application Received,2023-08-02T09:00:00.000Z,E245249,Finance,Singapore,7,Part-time,M200512,Internal,129561,,0,XYZ,XYZ_HRIS,
HR2023_E245249,Application Rejected,2023-08-03T12:00:00.000Z,E245249,Finance,Singapore,7,Part-time,M200512,Internal,129561,,0,XYZ,XYZ_HRIS,
HR2023_E245257,Job Posted,2023-06-05T10:36:27.613Z,E245257,Marketing,London,6,Full-time,M758899,Referral,138605,,0,XYZ,XYZ_HRIS,
HR2023_E245257,Application Received,2023-11-17T16:00:00.000Z,E245257,Marketing,London,6,Full-time,M758899,Referral,138605,,0,XYZ,XYZ_HRIS,
HR2023_E245257,Application Rejected,2023-11-21T09:00:00.000Z,E245257,Marketing,London,6,Full-time,M758899,Referral,138605,,0,XYZ,XYZ_HRIS,
HR2023_E245318,Job Posted,2023-09-24T10:36:27.613Z,E245318,Finance,Sydney,8,Part-time,M554479,Referral,103441,,0,XYZ,XYZ_HRIS,
HR2023_E245318,Application Received,2023-10-16T10:00:00.000Z,E245318,Finance,Sydney,8,Part-time,M554479,Referral,103441,,0,XYZ,XYZ_HRIS,
HR2023_E245318,Application Rejected,2023-10-18T12:00:00.000Z,E245318,Finance,Sydney,8,Part-time,M554479,Referral,103441,,0,XYZ,XYZ_HRIS,
HR2023_E245841,Job Posted,2023-11-11T10:36:27.613Z,E245841,HR,,10,Contract,M959283,External,194909,,0,XYZ,XYZ_HRIS,
HR2023_E245841,Application Received,2023-12-05T17:00:00.000Z,E245841,HR,,10,Contract,M959283,External,194909,,0,XYZ,XYZ_HRIS,
HR2023_E245841,Application Rejected,2023-12-07T10:00:00.000Z,E245841,HR,,10,Contract,M959283,External,194909,,0,XYZ,XYZ_HRIS,
HR2023_E245893,Job Posted,2023-09-05T10:36:27.613Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Application Received,2023-10-03T17:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Interview Completed,2023-11-22T11:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,Joint,XYZ_HRIS,2024-01-01
HR2023_E245893,Offer Extended,2023-12-01T10:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,Joint,XYZ_HRIS,2024-01-01
HR2023_E245893,Offer Accepted,2023-12-14T15:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Onboarding Started,2024-01-01T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Equipment Assigned,2024-01-15T11:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0,Customer,Customer_System,2024-01-01
HR2023_E245893,Probation Completed,2024-03-31T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.25,Joint,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Requested,2024-04-06T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.26,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Approved,2024-04-08T14:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.27,Customer,Customer_System,2024-01-01
HR2023_E245893,Leave Requested,2024-04-21T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.3,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Approved,2024-04-22T14:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.31,Customer,Customer_System,2024-01-01
HR2023_E245893,Leave Requested,2024-09-08T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.69,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Approved,2024-09-09T17:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.69,Customer,Customer_System,2024-01-01
HR2023_E245893,Leave Requested,2024-11-26T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.9,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Approved,2024-11-27T11:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,0.9,Customer,Customer_System,2024-01-01
HR2023_E245893,Performance Review,2025-02-10T11:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,1.11,Customer,Customer_System,2024-01-01
HR2023_E245893,Leave Requested,2025-02-14T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,1.12,XYZ,XYZ_HRIS,2024-01-01
HR2023_E245893,Leave Approved,2025-02-20T13:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,1.14,Customer,Customer_System,2024-01-01
HR2023_E245893,Training Completed,2025-06-14T12:00:00.000Z,E245893,Engineering,Singapore,10,Contract,M314124,Agency,56700,4,1.45,XYZ,XYZ_HRIS,2024-01-01
HR2023_E246272,Job Posted,2023-07-01T10:36:27.613Z,E246272,Marketing,Sydney,10,Contract,M956028,Referral,67322,,0,XYZ,XYZ_HRIS,
HR2023_E246272,Application Received,2023-07-14T15:00:00.000Z,E246272,Marketing,Sydney,10,Contract,M956028,Referral,67322,,0,XYZ,XYZ_HRIS,
HR2023_E246272,Application Rejected,2023-07-18T15:00:00.000Z,E246272,Marketing,Sydney,10,Contract,M956028,Referral,67322,,0,XYZ,XYZ_HRIS,
HR2023_E246698,Job Posted,2023-11-07T10:36:27.613Z,E246698,Marketing,Singapore,9,Contract,M418588,Internal,150739,,0,XYZ,XYZ_HRIS,
HR2023_E246698,Application Received,2024-06-12T13:00:00.000Z,E246698,Marketing,Singapore,9,Contract,M418588,Internal,150739,,0,XYZ,XYZ_HRIS,
HR2023_E246698,Interview Completed,2024-07-05T17:00:00.000Z,E246698,Marketing,Singapore,9,Contract,M418588,Internal,150739,,0,Joint,XYZ_HRIS,
HR2023_E246698,Interview Failed,2024-07-09T16:00:00.000Z,E246698,Marketing,Singapore,9,Contract,M418588,Internal,150739,,0,Joint,XYZ_HRIS,
HR2023_E247129,Job Posted,2023-06-03T10:36:27.613Z,E247129,HR,Sydney,5,Full-time,M771038,Agency,84037,,0,XYZ,XYZ_HRIS,
HR2023_E247129,Application Received,2023-11-06T14:00:00.000Z,E247129,HR,Sydney,5,Full-time,M771038,Agency,84037,,0,XYZ,XYZ_HRIS,
HR2023_E247129,Interview Completed,2023-11-29T17:00:00.000Z,E247129,HR,Sydney,5,Full-time,M771038,Agency,84037,,0,Joint,XYZ_HRIS,
HR2023_E247129,Interview Failed,2023-12-01T10:00:00.000Z,E247129,HR,Sydney,5,Full-time,M771038,Agency,84037,,0,Joint,XYZ_HRIS,
HR2023_E247943,Job Posted,2023-07-15T10:36:27.613Z,E247943,Operations,Sydney,10,Full-time,M667013,Referral,66509,,0,XYZ,XYZ_HRIS,
HR2023_E247943,Application Received,2023-07-28T09:00:00.000Z,E247943,Operations,Sydney,10,Full-time,M667013,Referral,66509,,0,XYZ,XYZ_HRIS,
HR2023_E247943,Application Rejected,2023-07-31T14:00:00.000Z,E247943,Operations,Sydney,10,Full-time,M667013,Referral,66509,,0,XYZ,XYZ_HRIS,
HR2023_E248363,Job Posted,2023-09-20T10:36:27.613Z,E248363,Operations,Berlin,7,Part-time,M949606,External,73665,,0,XYZ,XYZ_HRIS,
HR2023_E248363,Application Received,2023-09-29T11:00:00.000Z,E248363,Operations,Berlin,7,Part-time,M949606,External,73665,,0,XYZ,XYZ_HRIS,
HR2023_E248363,Interview Completed,2023-11-16T10:00:00.000Z,E248363,Operations,Berlin,7,Part-time,M949606,External,73665,,0,Joint,XYZ_HRIS,
HR2023_E248363,Interview Failed,2023-11-17T13:00:00.000Z,E248363,Operations,Berlin,7,Part-time,M949606,External,73665,,0,Joint,XYZ_HRIS,
HR2023_E248374,Job Posted,2023-06-26T10:36:27.613Z,E248374,Marketing,Sydney,10,Contract,M647066,Referral,146860,,0,XYZ,XYZ_HRIS,
HR2023_E248374,Application Received,2023-07-27T11:00:00.000Z,E248374,Marketing,Sydney,10,Contract,M647066,Referral,146860,,0,XYZ,XYZ_HRIS,
HR2023_E248374,Application Rejected,2023-08-01T09:00:00.000Z,E248374,Marketing,Sydney,10,Contract,M647066,Referral,146860,,0,XYZ,XYZ_HRIS,
HR2023_E248752,Job Posted,2023-08-20T10:36:27.613Z,E248752,Marketing,London,8,Contract,M691734,Referral,98760,,0,XYZ,XYZ_HRIS,
HR2023_E248752,Application Received,2023-09-04T10:00:00.000Z,E248752,Marketing,London,8,Contract,M691734,Referral,98760,,0,XYZ,XYZ_HRIS,
HR2023_E248752,Application Rejected,2023-09-06T13:00:00.000Z,E248752,Marketing,London,8,Contract,M691734,Referral,98760,,0,XYZ,XYZ_HRIS,
HR2023_E249117,Job Posted,2023-07-25T10:36:27.613Z,E249117,Sales,London,9,Part-time,M558916,Internal,55427,,0,XYZ,XYZ_HRIS,
HR2023_E249117,Application Received,2023-08-08T16:00:00.000Z,E249117,Sales,London,9,Part-time,M558916,Internal,55427,,0,XYZ,XYZ_HRIS,
HR2023_E249117,Application Rejected,2023-08-10T13:00:00.000Z,E249117,Sales,London,9,Part-time,M558916,Internal,55427,,0,XYZ,XYZ_HRIS,
HR2023_E249633,Job Posted,2023-06-14T10:36:27.613Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Application Received,2023-07-04T12:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Interview Completed,2023-07-17T16:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,Joint,XYZ_HRIS,2023-08-24
HR2023_E249633,Offer Extended,2023-07-27T13:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,Joint,XYZ_HRIS,2023-08-24
HR2023_E249633,Offer Accepted,2023-08-07T16:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Onboarding Started,2023-08-24T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Equipment Assigned,2023-08-25T13:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0,Customer,Customer_System,2023-08-24
HR2023_E249633,Probation Completed,2023-11-22T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.25,Joint,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Requested,2024-01-10T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.38,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2024-01-17T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.4,Customer,Customer_System,2023-08-24
HR2023_E249633,Leave Requested,2024-03-03T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.53,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2024-03-04T15:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.53,Customer,Customer_System,2023-08-24
HR2023_E249633,Leave Requested,2024-04-13T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.64,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2024-04-15T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.64,Customer,Customer_System,2023-08-24
HR2023_E249633,Training Completed,2024-07-19T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,0.9,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Training Completed,2024-08-25T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.0,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Training Completed,2024-09-30T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.1,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Performance Review,2024-10-15T16:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.14,Customer,Customer_System,2023-08-24
HR2023_E249633,Leave Requested,2024-11-07T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.21,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2024-11-12T12:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.22,Customer,Customer_System,2023-08-24
HR2023_E249633,Leave Requested,2025-01-09T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.38,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2025-01-09T13:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.38,Customer,Customer_System,2023-08-24
HR2023_E249633,Training Completed,2025-02-19T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.49,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Requested,2025-02-22T10:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.5,XYZ,XYZ_HRIS,2023-08-24
HR2023_E249633,Leave Approved,2025-02-24T12:00:00.000Z,E249633,Operations,Sydney,3,Contract,M235889,Referral,65137,3,1.51,Customer,Customer_System,2023-08-24
HR2023_E250419,Job Posted,2023-07-29T10:36:27.613Z,E250419,Sales,London,1,Part-time,M792369,Referral,85912,,0,XYZ,XYZ_HRIS,
HR2023_E250419,Application Received,2023-08-03T16:00:00.000Z,E250419,Sales,London,1,Part-time,M792369,Referral,85912,,0,XYZ,XYZ_HRIS,
HR2023_E250419,Application Rejected,2023-08-07T15:00:00.000Z,E250419,Sales,London,1,Part-time,M792369,Referral,85912,,0,XYZ,XYZ_HRIS,
HR2023_E250703,Job Posted,2023-07-04T10:36:27.613Z,E250703,Operations,Singapore,6,Part-time,M927094,Referral,158825,,0,XYZ,XYZ_HRIS,
HR2023_E250703,Application Received,2023-07-13T14:00:00.000Z,E250703,Operations,Singapore,6,Part-time,M927094,Referral,158825,,0,XYZ,XYZ_HRIS,
HR2023_E250703,Application Rejected,2023-07-17T15:00:00.000Z,E250703,Operations,Singapore,6,Part-time,M927094,Referral,158825,,0,XYZ,XYZ_HRIS,
HR2023_E250968,Job Posted,2023-08-31T10:36:27.613Z,E250968,Marketing,Singapore,2,Contract,M579068,Agency,134137,,0,XYZ,XYZ_HRIS,
HR2023_E250968,Application Received,2024-02-14T13:00:00.000Z,E250968,Marketing,Singapore,2,Contract,M579068,Agency,134137,,0,XYZ,XYZ_HRIS,
HR2023_E250968,Application Rejected,2024-02-15T16:00:00.000Z,E250968,Marketing,Singapore,2,Contract,M579068,Agency,134137,,0,XYZ,XYZ_HRIS,
HR2023_E251302,Job Posted,2023-06-17T10:36:27.613Z,E251302,Sales,Berlin,3,Full-time,M477054,Internal,184069,,0,XYZ,XYZ_HRIS,
HR2023_E251302,Application Received,2023-07-13T14:00:00.000Z,E251302,Sales,Berlin,3,Full-time,M477054,Internal,184069,,0,XYZ,XYZ_HRIS,
HR2023_E251302,Application Rejected,2023-07-18T13:00:00.000Z,E251302,Sales,Berlin,3,Full-time,M477054,Internal,184069,,0,XYZ,XYZ_HRIS,
HR2023_E251778,Job Posted,2023-09-09T10:36:27.613Z,E251778,Engineering,Singapore,9,Full-time,M670655,Agency,90172,,0,XYZ,XYZ_HRIS,
HR2023_E251778,Application Received,2024-04-04T12:00:00.000Z,E251778,Engineering,Singapore,9,Full-time,M670655,Agency,90172,,0,XYZ,XYZ_HRIS,
HR2023_E251778,Application Rejected,2024-04-05T13:00:00.000Z,E251778,Engineering,Singapore,9,Full-time,M670655,Agency,90172,,0,XYZ,XYZ_HRIS,
HR2023_E251814,Job Posted,2023-10-04T10:36:27.613Z,E251814,Finance,New York,1,Full-time,M787329,Internal,85343,,0,XYZ,XYZ_HRIS,
HR2023_E251814,Application Received,2023-10-26T10:00:00.000Z,E251814,Finance,New York,1,Full-time,M787329,Internal,85343,,0,XYZ,XYZ_HRIS,
HR2023_E251814,Application Rejected,2023-10-27T10:00:00.000Z,E251814,Finance,New York,1,Full-time,M787329,Internal,85343,,0,XYZ,XYZ_HRIS,
HR2023_E251817,Job Posted,2023-06-29T10:36:27.613Z,E251817,Sales,New York,10,Contract,M506158,Referral,165993,,0,XYZ,XYZ_HRIS,
HR2023_E251817,Application Received,2023-07-26T16:00:00.000Z,E251817,Sales,New York,10,Contract,M506158,Referral,165993,,0,XYZ,XYZ_HRIS,
HR2023_E251817,Application Rejected,2023-07-28T14:00:00.000Z,E251817,Sales,New York,10,Contract,M506158,Referral,165993,,0,XYZ,XYZ_HRIS,
HR2023_E251927,Job Posted,2023-06-29T10:36:27.613Z,E251927,Marketing,New York,3,Full-time,M898063,Agency,149990,,0,XYZ,XYZ_HRIS,
HR2023_E251927,Application Received,2023-07-06T14:00:00.000Z,E251927,Marketing,New York,3,Full-time,M898063,Agency,149990,,0,XYZ,XYZ_HRIS,
HR2023_E251927,Interview Completed,2023-07-26T12:00:00.000Z,E251927,Marketing,New York,3,Full-time,M898063,Agency,149990,,0,Joint,XYZ_HRIS,
HR2023_E251927,Interview Failed,2023-07-28T09:00:00.000Z,E251927,Marketing,New York,3,Full-time,M898063,Agency,149990,,0,Joint,XYZ_HRIS,
HR2023_E252938,Job Posted,2023-07-03T10:36:27.613Z,E252938,Sales,Berlin,9,Part-time,M943806,Referral,130208,,0,XYZ,XYZ_HRIS,
HR2023_E252938,Application Received,2023-07-26T12:00:00.000Z,E252938,Sales,Berlin,9,Part-time,M943806,Referral,130208,,0,XYZ,XYZ_HRIS,
HR2023_E252938,Application Rejected,2023-07-27T15:00:00.000Z,E252938,Sales,Berlin,9,Part-time,M943806,Referral,130208,,0,XYZ,XYZ_HRIS,
HR2023_E253139,Job Posted,2023-08-15T10:36:27.613Z,E253139,Operations,Berlin,8,Part-time,M607565,Agency,80443,,0,XYZ,XYZ_HRIS,
HR2023_E253139,Application Received,2023-08-28T13:00:00.000Z,E253139,Operations,Berlin,8,Part-time,M607565,Agency,80443,,0,XYZ,XYZ_HRIS,
HR2023_E253139,Interview Completed,2023-09-22T13:00:00.000Z,E253139,Operations,Berlin,8,Part-time,M607565,Agency,80443,,0,Joint,XYZ_HRIS,
HR2023_E253139,Interview Failed,2023-09-25T16:00:00.000Z,E253139,Operations,Berlin,8,Part-time,M607565,Agency,80443,,0,Joint,XYZ_HRIS,
HR2023_E253465,Job Posted,2023-08-15T10:36:27.613Z,E253465,Operations,Berlin,10,Contract,M455117,Agency,192792,,0,XYZ,XYZ_HRIS,
HR2023_E253465,Application Received,2023-09-08T10:00:00.000Z,E253465,Operations,Berlin,10,Contract,M455117,Agency,192792,,0,XYZ,XYZ_HRIS,
HR2023_E253465,Application Rejected,2023-09-12T15:00:00.000Z,E253465,Operations,Berlin,10,Contract,M455117,Agency,192792,,0,XYZ,XYZ_HRIS,
HR2023_E253868,Job Posted,2023-11-02T10:36:27.613Z,E253868,Sales,Singapore,4,Contract,M599173,Agency,111470,,0,XYZ,XYZ_HRIS,
HR2023_E253868,Application Received,2023-11-08T12:00:00.000Z,E253868,Sales,Singapore,4,Contract,M599173,Agency,111470,,0,XYZ,XYZ_HRIS,
HR2023_E253868,Application Rejected,2023-11-09T17:00:00.000Z,E253868,Sales,Singapore,4,Contract,M599173,Agency,111470,,0,XYZ,XYZ_HRIS,
HR2023_E254311,Job Posted,2023-07-30T10:36:27.613Z,E254311,,Sydney,4,Part-time,M864037,External,87254,,0,XYZ,XYZ_HRIS,
HR2023_E254311,Application Received,2023-12-05T15:00:00.000Z,E254311,,Sydney,4,Part-time,M864037,External,87254,,0,XYZ,XYZ_HRIS,
HR2023_E254311,Application Rejected,2023-12-07T12:00:00.000Z,E254311,,Sydney,4,Part-time,M864037,External,87254,,0,XYZ,XYZ_HRIS,
HR2023_E254650,Job Posted,2023-07-25T10:36:27.613Z,E254650,Finance,Singapore,2,Contract,M645984,Internal,158111,,0,XYZ,XYZ_HRIS,
HR2023_E254650,Application Received,2023-07-28T16:00:00.000Z,E254650,Finance,Singapore,2,Contract,M645984,Internal,158111,,0,XYZ,XYZ_HRIS,
HR2023_E254650,Application Rejected,2023-08-01T14:00:00.000Z,E254650,Finance,Singapore,2,Contract,M645984,Internal,158111,,0,XYZ,XYZ_HRIS,
HR2023_E255574,Job Posted,2023-10-21T10:36:27.613Z,E255574,Operations,London,2,Part-time,M322570,External,118826,,0,XYZ,XYZ_HRIS,
HR2023_E255574,Application Received,2024-04-11T11:00:00.000Z,E255574,Operations,London,2,Part-time,M322570,External,118826,,0,XYZ,XYZ_HRIS,
HR2023_E255574,Application Rejected,2024-04-12T12:00:00.000Z,E255574,Operations,London,2,Part-time,M322570,External,118826,,0,XYZ,XYZ_HRIS,
HR2023_E255724,Job Posted,2023-07-16T10:36:27.613Z,E255724,Engineering,Berlin,7,Part-time,M300552,Internal,156341,,0,XYZ,XYZ_HRIS,
HR2023_E255724,Application Received,2023-07-26T16:00:00.000Z,E255724,Engineering,Berlin,7,Part-time,M300552,Internal,156341,,0,XYZ,XYZ_HRIS,
HR2023_E255724,Application Rejected,2023-07-31T12:00:00.000Z,E255724,Engineering,Berlin,7,Part-time,M300552,Internal,156341,,0,XYZ,XYZ_HRIS,
HR2023_E255973,Job Posted,2023-06-21T10:36:27.613Z,E255973,Operations,New York,10,Part-time,M456329,Referral,95656,,0,XYZ,XYZ_HRIS,2023-08-21
