CaseId,ActivityName,ActivityTime,VendorID
AP897135,Invoice Posted,2025-04-06T11:04:01.871788+00:00,V637
AP364742,Invoice Received,2025-04-09T19:42:35.952910+00:00,V982
AP364742,Invoice Scanned,2025-04-09T20:28:09.388255+00:00,V982
AP364742,Invoice Validation,2025-04-09T23:10:20.404163+00:00,V982
AP364742,Three-Way Match,2025-04-09T23:51:35.878499+00:00,V982
AP364742,Price Variance Check,2025-04-10T00:52:55.768063+00:00,V982
AP364742,Tax Calculation,2025-04-10T03:21:07.546986+00:00,V982
AP364742,Approval Requested,2025-04-10T04:54:55.874435+00:00,V982
AP364742,Manager Approval,2025-04-10T08:53:39.242781+00:00,V982
AP364742,Vendor Master Data Review,2025-04-10T09:48:31.732465+00:00,V982
AP364742,Payment Terms Verification,2025-04-10T12:59:03.719876+00:00,V982
AP364742,GL Account Assignment,2025-04-10T15:36:23.322282+00:00,V982
AP364742,Cost Center Assignment,2025-04-10T18:52:26.656738+00:00,V982
AP364742,Payment Block Release,2025-04-10T20:09:50.314665+00:00,V982
AP364742,Payment Scheduled,2025-04-10T22:29:34.728608+00:00,V982
AP364742,Payment Executed,2025-04-11T00:34:11.210866+00:00,V982
AP364742,Payment Confirmed,2025-04-11T02:37:09.495517+00:00,V982
AP364742,Invoice Posted,2025-04-11T06:07:47.595506+00:00,V982
AP420214,Invoice Received,2025-04-16T00:47:13.911528+00:00,V682
AP420214,Invoice Scanned,2025-04-16T04:36:13.548052+00:00,V682
AP420214,Invoice Validation,2025-04-16T05:49:51.675665+00:00,V682
AP420214,Three-Way Match,2025-04-16T07:04:10.593126+00:00,V682
AP420214,Price Variance Check,2025-04-16T09:52:51.987655+00:00,V682
AP420214,Tax Calculation,2025-04-16T10:55:50.907032+00:00,V682
AP420214,Approval Requested,2025-04-16T12:02:20.957741+00:00,V682
AP420214,Manager Approval,2025-04-16T12:48:06.775089+00:00,V682
AP420214,Vendor Master Data Review,2025-04-16T13:18:40.489194+00:00,V682
AP420214,Payment Terms Verification,2025-04-16T15:23:16.835872+00:00,V682
AP420214,GL Account Assignment,2025-04-16T17:57:58.856931+00:00,V682
AP420214,Cost Center Assignment,2025-04-16T19:29:08.723973+00:00,V682
AP420214,Payment Block Release,2025-04-16T20:47:45.324528+00:00,V682
AP420214,Payment Scheduled,2025-04-16T23:46:12.967984+00:00,V682
AP420214,Payment Executed,2025-04-17T02:43:50.611216+00:00,V682
AP420214,Payment Confirmed,2025-04-17T04:49:11.405929+00:00,V682
AP420214,Invoice Posted,2025-04-17T07:43:32.455922+00:00,V682
AP926097,Invoice Received,2025-04-14T13:35:03.990403+00:00,V910
AP926097,Invoice Scanned,2025-04-14T15:34:20.741376+00:00,V910
AP926097,Invoice Validation,2025-04-14T17:58:42.227348+00:00,V910
AP926097,Three-Way Match,2025-04-14T20:44:42.424863+00:00,V910
AP926097,Price Variance Check,2025-04-15T00:25:28.409073+00:00,V910
AP926097,Tax Calculation,2025-04-15T03:49:03.961685+00:00,V910
AP926097,Approval Requested,2025-04-15T04:34:03.725629+00:00,V910
AP926097,Manager Approval,2025-04-15T05:38:54.352773+00:00,V910
AP926097,Vendor Master Data Review,2025-04-15T07:13:30.261612+00:00,V910
AP926097,Payment Terms Verification,2025-04-15T10:20:47.128910+00:00,V910
AP926097,GL Account Assignment,2025-04-15T12:50:19.137731+00:00,V910
AP926097,Cost Center Assignment,2025-04-15T14:20:55.631144+00:00,V910
AP926097,Payment Block Release,2025-04-15T15:17:02.487237+00:00,V910
AP926097,Payment Scheduled,2025-04-15T18:11:39.829926+00:00,V910
AP926097,Payment Executed,2025-04-15T21:08:36.474357+00:00,V910
AP926097,Payment Confirmed,2025-04-16T00:56:34.194990+00:00,V910
AP926097,Invoice Posted,2025-04-16T03:11:40.144422+00:00,V910
AP184349,Invoice Received,2025-04-12T09:22:38.593692+00:00,V712
AP184349,Invoice Scanned,2025-04-12T09:58:04.491336+00:00,V712
AP184349,Invoice Validation,2025-04-12T11:16:08.938974+00:00,V712
AP184349,Three-Way Match,2025-04-12T14:07:45.098400+00:00,V712
AP184349,Price Variance Check,2025-04-12T17:38:27.610997+00:00,V712
AP184349,Tax Calculation,2025-04-12T20:11:45.359937+00:00,V712
AP184349,Approval Requested,2025-04-12T20:46:06.752685+00:00,V712
AP184349,Manager Approval,2025-04-12T23:56:42.733473+00:00,V712
AP184349,Vendor Master Data Review,2025-04-13T03:19:12.641163+00:00,V712
AP184349,Payment Terms Verification,2025-04-13T05:50:13.353169+00:00,V712
AP184349,GL Account Assignment,2025-04-13T09:00:28.526622+00:00,V712
AP184349,Cost Center Assignment,2025-04-13T10:07:15.929794+00:00,V712
AP184349,Payment Block Release,2025-04-13T12:26:14.874190+00:00,V712
AP184349,Payment Scheduled,2025-04-13T14:29:06.964686+00:00,V712
AP184349,Payment Executed,2025-04-13T15:57:31.737499+00:00,V712
AP184349,Payment Confirmed,2025-04-13T19:56:53.250483+00:00,V712
AP184349,Invoice Posted,2025-04-13T21:58:25.401320+00:00,V712
AP195674,Invoice Received,2025-04-24T00:51:46.171053+00:00,V581
AP195674,Invoice Scanned,2025-04-24T04:21:53.608042+00:00,V581
AP195674,Invoice Validation,2025-04-24T06:01:09.134203+00:00,V581
AP195674,Three-Way Match,2025-04-24T08:56:49.422495+00:00,V581
AP195674,Price Variance Check,2025-04-24T10:27:20.966717+00:00,V581
AP195674,Tax Calculation,2025-04-24T14:15:50.405315+00:00,V581
AP195674,Approval Requested,2025-04-24T17:36:41.337353+00:00,V581
AP195674,Manager Approval,2025-04-24T20:02:12.554626+00:00,V581
AP195674,Vendor Master Data Review,2025-04-24T22:07:43.361074+00:00,V581
AP195674,Payment Terms Verification,2025-04-24T23:43:46.277254+00:00,V581
AP195674,GL Account Assignment,2025-04-25T01:21:39.526961+00:00,V581
AP195674,Cost Center Assignment,2025-04-25T05:15:23.854519+00:00,V581
AP195674,Payment Block Release,2025-04-25T07:10:16.460237+00:00,V581
AP195674,Payment Scheduled,2025-04-25T09:28:20.373016+00:00,V581
AP195674,Payment Executed,2025-04-25T13:25:50.675122+00:00,V581
AP195674,Payment Confirmed,2025-04-25T16:13:57.195992+00:00,V581
AP195674,Invoice Posted,2025-04-25T18:37:53.875281+00:00,V581
AP296694,Invoice Received,2025-04-11T18:12:16.183349+00:00,V630
AP296694,Invoice Scanned,2025-04-11T21:21:52.064103+00:00,V630
AP296694,Invoice Validation,2025-04-11T22:34:36.897906+00:00,V630
AP296694,Three-Way Match,2025-04-12T00:59:57.065358+00:00,V630
AP296694,Price Variance Check,2025-04-12T04:44:45.742145+00:00,V630
AP296694,Tax Calculation,2025-04-12T06:46:46.004943+00:00,V630
AP296694,Approval Requested,2025-04-12T09:43:23.955310+00:00,V630
AP296694,Manager Approval,2025-04-12T10:38:53.923960+00:00,V630
AP296694,Vendor Master Data Review,2025-04-12T14:33:15.573839+00:00,V630
AP296694,Payment Terms Verification,2025-04-12T17:11:07.356844+00:00,V630
AP296694,GL Account Assignment,2025-04-12T18:31:22.504869+00:00,V630
AP296694,Cost Center Assignment,2025-04-12T19:34:38.069733+00:00,V630
AP296694,Payment Block Release,2025-04-12T22:00:18.641221+00:00,V630
AP296694,Payment Scheduled,2025-04-13T00:26:17.008975+00:00,V630
AP296694,Payment Executed,2025-04-13T01:15:51.444911+00:00,V630
AP296694,Payment Confirmed,2025-04-13T05:14:13.884867+00:00,V630
AP296694,Invoice Posted,2025-04-13T08:55:56.801336+00:00,V630
AP223172,Invoice Received,2025-04-06T14:23:41.948688+00:00,V763
AP223172,Invoice Scanned,2025-04-06T17:21:50.135225+00:00,V763
AP223172,Invoice Validation,2025-04-06T19:19:05.313546+00:00,V763
AP223172,Three-Way Match,2025-04-06T21:30:24.808216+00:00,V763
AP223172,Price Variance Check,2025-04-06T23:39:34.777468+00:00,V763
AP223172,Tax Calculation,2025-04-07T01:45:30.287024+00:00,V763
AP223172,Approval Requested,2025-04-07T02:45:52.775827+00:00,V763
AP223172,Manager Approval,2025-04-07T03:55:54.466501+00:00,V763
AP223172,Vendor Master Data Review,2025-04-07T06:31:46.624244+00:00,V763
AP223172,Payment Terms Verification,2025-04-07T09:38:29.910317+00:00,V763
AP223172,GL Account Assignment,2025-04-07T10:37:09.915459+00:00,V763
AP223172,Cost Center Assignment,2025-04-07T11:21:49.522462+00:00,V763
AP223172,Payment Block Release,2025-04-07T14:34:05.229134+00:00,V763
AP223172,Payment Scheduled,2025-04-07T18:03:30.825122+00:00,V763
AP223172,Payment Executed,2025-04-07T19:44:53.253185+00:00,V763
AP223172,Payment Confirmed,2025-04-07T23:00:18.492498+00:00,V763
AP223172,Invoice Posted,2025-04-08T00:26:24.868053+00:00,V763
AP861319,Invoice Received,2025-04-04T16:58:39.782229+00:00,V405
AP861319,Invoice Scanned,2025-04-04T17:59:52.084501+00:00,V405
AP861319,Invoice Validation,2025-04-04T20:22:58.199780+00:00,V405
AP861319,Three-Way Match,2025-04-04T22:05:26.761445+00:00,V405
AP861319,Price Variance Check,2025-04-05T00:31:20.920900+00:00,V405
AP861319,Tax Calculation,2025-04-05T02:55:28.139693+00:00,V405
AP861319,Approval Requested,2025-04-05T05:01:05.481866+00:00,V405
AP861319,Manager Approval,2025-04-05T06:38:39.876479+00:00,V405
AP861319,Vendor Master Data Review,2025-04-05T07:48:16.896388+00:00,V405
AP861319,Payment Terms Verification,2025-04-05T10:44:45.376576+00:00,V405
AP861319,GL Account Assignment,2025-04-05T13:14:50.026865+00:00,V405
AP861319,Cost Center Assignment,2025-04-05T14:33:52.913685+00:00,V405
AP861319,Payment Block Release,2025-04-05T17:46:44.774071+00:00,V405
AP861319,Payment Scheduled,2025-04-05T18:25:54.730040+00:00,V405
AP861319,Payment Executed,2025-04-05T21:32:18.014950+00:00,V405
AP861319,Payment Confirmed,2025-04-06T00:30:23.886251+00:00,V405
AP861319,Invoice Posted,2025-04-06T03:50:47.638423+00:00,V405
AP795928,Invoice Received,2025-04-19T05:52:50.982624+00:00,V911
AP795928,Invoice Scanned,2025-04-19T08:08:19.851116+00:00,V911
AP795928,Invoice Validation,2025-04-19T10:42:16.124525+00:00,V911
AP795928,Three-Way Match,2025-04-19T14:14:54.348473+00:00,V911
AP795928,Price Variance Check,2025-04-19T17:48:29.147186+00:00,V911
AP795928,Tax Calculation,2025-04-19T19:50:57.005429+00:00,V911
AP795928,Approval Requested,2025-04-19T22:11:23.989123+00:00,V911
AP795928,Manager Approval,2025-04-20T00:17:21.282861+00:00,V911
AP795928,Vendor Master Data Review,2025-04-20T03:19:04.075088+00:00,V911
AP795928,Payment Terms Verification,2025-04-20T05:15:09.805697+00:00,V911
AP795928,GL Account Assignment,2025-04-20T08:02:40.050410+00:00,V911
AP795928,Cost Center Assignment,2025-04-20T09:05:05.001767+00:00,V911
AP795928,Payment Block Release,2025-04-20T11:13:40.583339+00:00,V911
AP795928,Payment Scheduled,2025-04-20T15:07:12.549084+00:00,V911
AP795928,Payment Executed,2025-04-20T16:48:18.420633+00:00,V911
AP795928,Payment Confirmed,2025-04-20T19:43:46.498575+00:00,V911
AP795928,Invoice Posted,2025-04-20T22:30:14.440397+00:00,V911
